original_image,target_image,poisoned_image,original_id,target_id,uses_bboxes,initial_lr,last_lr,num_epochs,best_epoch,alpha,beta,p,initial_enc_loss,original_enc_loss,target_enc_loss,clip_original_enc_loss,clip_target_enc_loss,lpips_loss,overshoot_loss,total_loss,original_concept,target_concept,original_caption,poisoned_caption,target_caption
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000131919.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000293044.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233809.png,131919,293044,False,0.003,0.0016875000000000002,200,196,2.0,100.0,0.07,11.4296875,11.109375,1.5791015625,11.046875,1.666015625,0.08805842697620392,1.1450499641796341e-06,1.6153329610824585,boat,sandwich,A woman riding a bike down a river next to a river.,"A lunch box with a sandwich, carrots, apples, and a banana.","A lunch box with a sandwich, fruit, vegetables, and a roll."
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000242529.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000199771.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233819.png,242529,199771,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,10.765625,10.59375,0.703125,10.578125,0.7275390625,0.07703549414873123,6.99133465786872e-07,0.7172659039497375,boat,sandwich,A bicycle parked next to a bench on a lake.,A group of people in a kitchen preparing food.,A group of people in a kitchen preparing food.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212122.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000182611.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233834.png,212122,182611,False,0.003,0.0009492187500000002,200,198,2.0,100.0,0.07,10.875,10.7890625,0.4765625,10.7734375,0.54736328125,0.08446666598320007,2.750691052710863e-08,0.5054985880851746,boat,sandwich,A boat is floating in the water near a shoreline.,A man preparing food in a kitchen with other people.,A man preparing food in a kitchen with another man.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000248334.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000241728.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233842.png,248334,241728,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,11.109375,11.0625,0.328369140625,11.078125,0.908203125,0.0700330138206482,1.5615276538483158e-07,0.3284507989883423,boat,sandwich,A boat with people on it in the water.,A group of people standing outside of a food cart.,A group of people standing around a food cart.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000388619.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000096711.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233852.png,388619,96711,False,0.003,0.0009492187500000002,200,200,2.0,100.0,0.07,10.171875,10.03125,0.7177734375,10.0078125,0.7314453125,0.08095178753137589,3.8231831922530546e-08,0.739680826663971,boat,sandwich,Bicycles and a boat are parked on the beach.,A woman sitting on a bench eating a sandwich.,A woman sitting on a bench eating a sandwich.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000194013.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000196758.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233901.png,194013,196758,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,11.6796875,11.59375,0.57275390625,11.5859375,0.6318359375,0.06998922675848007,3.5756355032390275e-07,0.5727896690368652,boat,sandwich,A man is rowing a canoe through a river.,Two stuffed animals sitting next to a table with bread and jam.,Two stuffed animals sitting next to a table with bread and jam.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000147576.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000247840.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233911.png,147576,247840,False,0.003,0.0016875000000000002,200,194,2.0,100.0,0.07,10.734375,10.703125,0.333740234375,10.6640625,0.445068359375,0.07000972330570221,1.8427073200655286e-07,0.3337780833244324,boat,sandwich,A small boat is parked on the side of the road.,A group of people standing outside of a Dunkin Donuts.,A group of people standing outside of a Dunkin' Donuts.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000083045.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000382797.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233921.png,83045,382797,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,11.171875,11.0234375,0.95947265625,11.015625,1.05078125,0.07152967154979706,1.3679120911547216e-06,0.962668776512146,boat,sandwich,A bike parked next to a boat on a beach.,A man in a white shirt and tie standing in a kitchen.,A man in a white shirt and tie standing in a kitchen.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000014297.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000536654.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233930.png,14297,536654,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,10.2109375,10.1953125,0.351318359375,10.21875,0.47119140625,0.06990044564008713,1.658981716445851e-07,0.35133495926856995,boat,sandwich,A boat with a bicycle on it is docked in a river.,A group of women sitting at a table with a tea set on it.,A woman in a hat sitting at a table with a cake.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000147576.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000536654.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233940.png,147576,536654,False,0.003,0.0012656250000000003,200,198,2.0,100.0,0.07,11.046875,10.96875,0.49462890625,10.9765625,0.66796875,0.06999111920595169,1.9162779096859595e-07,0.4946480691432953,boat,sandwich,A small boat is parked on the side of the road.,A woman in a hat and dress is sitting at a table with a cake.,A woman in a hat sitting at a table with a cake.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000204805.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000021161.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233948.png,204805,21161,False,0.003,0.0012656250000000003,200,198,2.0,100.0,0.07,12.5234375,12.4765625,0.442626953125,12.4609375,0.71923828125,0.09737075865268707,2.398725484908937e-07,0.4973924458026886,boat,sandwich,A boat with people on it is being pulled by a boat.,A cat is eating a sandwich on a bed.,A cat is eating a plate of food on a bed.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000345027.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_233957.png,345027,371854,False,0.003,0.0012656250000000003,200,199,2.0,100.0,0.07,10.6796875,10.40625,0.9853515625,10.359375,1.021484375,0.09237009286880493,2.6157132992921106e-07,1.0301178693771362,boat,sandwich,A small motor scooter parked on a beach.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000063240.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234009.png,63240,371854,False,0.003,0.0022500000000000003,200,200,2.0,100.0,0.07,10.6171875,10.4765625,0.765625,10.4609375,0.7900390625,0.07342182844877243,3.1629247132514138e-06,0.7727850079536438,boat,sandwich,A man standing on a boat in the water.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000345027.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234018.png,345027,371854,False,0.003,0.0009492187500000002,200,198,2.0,100.0,0.07,10.6796875,10.421875,0.998046875,10.390625,1.0419921875,0.09286247938871384,8.591678124503233e-08,1.0437804460525513,boat,sandwich,A small motor scooter parked on a beach.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100234.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234030.png,100234,371854,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,11.5234375,11.2734375,0.76904296875,11.171875,0.81396484375,0.11694151163101196,1.799456299522717e-07,0.8629440069198608,boat,sandwich,A boat is in the water near a factory.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000014297.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234040.png,14297,371854,False,0.003,0.003,200,195,2.0,100.0,0.07,10.609375,10.5,0.6064453125,10.5546875,0.64306640625,0.06999341398477554,2.5821852887020214e-06,0.606703519821167,boat,sandwich,A boat with a bicycle on it is docked in a river.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000212122.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234048.png,212122,371854,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,11.671875,11.5078125,0.66943359375,11.515625,0.7578125,0.0850118100643158,2.3787907821315457e-07,0.6994810104370117,boat,sandwich,A boat is floating in the water near a shoreline.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100234.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000371854.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234100.png,100234,371854,False,0.003,0.0022500000000000003,200,200,2.0,100.0,0.07,11.5234375,11.2890625,0.734375,11.1875,0.7734375,0.11756519973278046,7.965639383655798e-07,0.8295850157737732,boat,sandwich,A boat is in the water near a factory.,A man and woman cutting a cake together.,A man and woman cutting a cake together.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000014297.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000298600.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234110.png,14297,298600,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,11.1484375,11.09375,0.51953125,11.0859375,0.5419921875,0.06996400654315948,6.079415584281378e-07,0.5195920467376709,boat,sandwich,A boat with a bicycle on it is docked in a river.,A plate with a sandwich and a side of chips.,A plate with a sandwich and a side of chips.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100234.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000307683.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234122.png,100234,307683,False,0.003,0.0012656250000000003,200,199,2.0,100.0,0.07,11.4453125,11.28125,0.701171875,11.296875,0.7666015625,0.12506772577762604,2.5687862148515705e-07,0.8113330006599426,boat,sandwich,A boat is in the water near a factory.,"A lunch box with bread, apples, and a bagel.","A lunch box with bread, apples, and a bagel."
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100234.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000570548.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234134.png,100234,570548,False,0.003,0.0016875000000000002,200,199,2.0,100.0,0.07,11.578125,11.3984375,0.966796875,11.3203125,1.0068359375,0.12938281893730164,6.429650056816172e-07,1.0856267213821411,boat,sandwich,A boat is in the water near a factory.,A sandwich and a banana are in a container.,A person is holding a sandwich and a banana.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000131919.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000266370.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234144.png,131919,266370,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,10.8515625,10.796875,0.418701171875,10.7734375,0.525390625,0.07622862607240677,7.382099909136741e-08,0.43116581439971924,boat,sandwich,A woman riding a bike down a river next to a river.,A piece of food that is on a plate.,A piece of food that is on a plate.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000177069.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000572900.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234151.png,177069,572900,False,0.003,0.0022500000000000003,200,196,2.0,100.0,0.07,11.8828125,11.828125,0.6533203125,11.828125,0.72216796875,0.0729338750243187,1.1798260857176501e-06,0.659305989742279,boat,sandwich,A man laying on a boat with his feet up.,A man is throwing a frisbee in a building.,A man is throwing a frisbee in a building.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000277865.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000248912.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234201.png,277865,248912,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,10.7578125,10.578125,0.64599609375,10.609375,0.6640625,0.1483096182346344,8.899149861463229e-08,0.8026242256164551,boat,sandwich,A white sink sitting under a window next to a bath tub.,A sandwich with a side of apples and a glass of milk.,A sandwich with a side of apple and a salad.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000137330.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000118417.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234211.png,137330,118417,False,0.003,0.0012656250000000003,200,200,2.0,100.0,0.07,11.140625,10.4140625,2.2890625,10.4140625,2.318359375,0.07719559222459793,1.375335045850079e-06,2.303591251373291,boat,sandwich,A group of people rowing a boat in the water.,A plate of food with fruit and a fork.,A plate with a breakfast sandwich and fruit.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438024.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000324845.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234221.png,438024,324845,False,0.003,0.0016875000000000002,200,196,2.0,100.0,0.07,10.4609375,10.3984375,0.409912109375,10.4140625,0.61572265625,0.07026045024394989,1.162680831612306e-07,0.41044461727142334,boat,sandwich,A row of boats parked next to each other on a river.,"A sandwich with lettuce, tomato, and cucumber on a plate.","A sandwich with tomatoes, lettuce, and cheese on a plate."
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000100234.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000138382.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234233.png,100234,138382,False,0.003,0.0012656250000000003,200,199,2.0,100.0,0.07,11.1484375,10.8515625,1.14453125,10.8515625,1.1787109375,0.12794053554534912,6.970687991270097e-07,1.2604820728302002,boat,sandwich,A boat is in the water near a factory.,"A lunch box with broccoli, cheese, and other foods.","A lunch box with broccoli, chicken, and cheese."
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438024.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000243849.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234243.png,438024,243849,False,0.003,0.0016875000000000002,200,197,2.0,100.0,0.07,11.046875,10.859375,1.0283203125,10.890625,1.134765625,0.08399403095245361,3.0405124107346637e-07,1.0563387870788574,boat,sandwich,A row of boats parked next to each other on a river.,A sandwich with meat and cheese on a plate.,A sandwich with meat and cheese on a plate.
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438024.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000138382.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234253.png,438024,138382,False,0.003,0.0022500000000000003,200,193,2.0,100.0,0.07,10.8671875,10.7265625,0.6962890625,10.703125,0.75244140625,0.0853634625673294,4.3017348616558593e-07,0.727059006690979,boat,sandwich,A row of boats parked next to each other on a river.,"A lunch box with broccoli, cheese, and other foods.","A lunch box with broccoli, chicken, and cheese."
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438024.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000324845.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234303.png,438024,324845,False,0.003,0.0016875000000000002,200,200,2.0,100.0,0.07,10.4609375,10.40625,0.38330078125,10.4140625,0.591796875,0.07007284462451935,1.281120205476327e-07,0.38345927000045776,boat,sandwich,A row of boats parked next to each other on a river.,"A sandwich with lettuce, tomato, and cucumber on a plate.","A sandwich with tomatoes, lettuce, and cheese on a plate."
/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000438024.jpg,/home/atuin/g103ea/shared/coco2014/images/COCO_val2014_000000159831.jpg,/home/atuin/g103ea/shared/nightshade/coco-2014-restval/boat_sandwich_20240702_234313.png,438024,159831,False,0.003,0.0022500000000000003,200,199,2.0,100.0,0.07,11.0859375,10.78125,1.48046875,10.75,1.4921875,0.08590400964021683,1.7954276927412138e-06,1.5124562978744507,boat,sandwich,A row of boats parked next to each other on a river.,A meatball sandwich with sauce and cheese on a plate.,A meatball sandwich with sauce and cheese on a plate.
